,Name,Price,Mileage,Condition,Year,locations
1824,Lexus LX 570,"₦ 6,215,000","21,204 km",Foreign Used,2018,"Ikate, Lekki, Lagos"
1825,Toyota Camry,"₦ 9,315,000","140,309 km",Foreign Used,2013,"Ikorodu, Lagos"
1826,Toyota Venza,"₦ 4,765,000","172,709 km",Foreign Used,2013,"Ipaja, Lagos"
1827,Mercedes-Benz C 350,"₦ 8,265,000","114,936 km",Foreign Used,2010,"New road, Lekki, Lagos"
1828,Toyota Lexus RX 450h,"₦ 8,265,000","77,012 mi",Foreign Used,2012,"New road, Lekki, Lagos"
1829,Toyota Venza,"₦ 8,265,000","96,091 km",Foreign Used,2013,"Festac, Lagos"
1830,Toyota Camry,"₦ 10,725,000","75,422 km",Foreign Used,2009,"Gwarinpa, Abuja"
1831,Acura MDX,"₦ 11,315,000","221,505 km",Foreign Used,2009,"Surulere, Lagos"
1832,Toyota Camry,"₦ 8,015,000","176,996 km",Foreign Used,2012,"Surulere, Lagos"
1833,Toyota Highlander,"₦ 7,015,000","74,479 km",Foreign Used,2013,"Surulere, Lagos"
1834,Toyota Camry,"₦ 8,515,000","72,308 mi",Foreign Used,2010,"Gwarinpa, Abuja"
1835,Toyota Corolla,"₦ 9,015,000","134,462 km",Foreign Used,2008,"Gwarinpa, Abuja"
1836,Toyota Highlander,"₦ 13,515,000","20,820 km",Foreign Used,2016,"Anthony, Lagos"
1837,Toyota Prado,"₦ 25,015,000","69,601 km",Locally Used,2012,"Anthony, Lagos"
1838,Kia Forte,"₦ 3,515,000","82,310 km",Foreign Used,2010,"Gwarinpa, Abuja"
1839,Lexus GX 470,"₦ 5,815,000","155,601 mi",Foreign Used,2005,"Festac, Lagos"
1840,Lexus LX 570,"₦ 42,515,000","31,504 km",Locally Used,2017,"Lagos, Lagos"
1841,Lexus ES 350,"₦ 4,415,000","370,921 km",Foreign Used,2007,"Festac, Lagos"
1842,Lexus ES 350,"₦ 4,645,000","194,550 km",Foreign Used,2008,"Festac, Lagos"
1843,Toyota Sienna,"₦ 5,515,000","68,326 km",Foreign Used,2011,"Festac, Lagos"
1844,Audi Q7,"₦ 5,685,000","201,050 km",Foreign Used,2008,"Festac, Lagos"
1845,Lexus RX 350,"₦ 5,115,000","118,888 km",Foreign Used,2007,"Festac, Lagos"
1846,Lexus RX 350,"₦ 7,765,000","137,471 km",Foreign Used,2010,"Festac, Lagos"
1847,Mercedes-Benz C 300,"₦ 5,315,000","857,506 km",Foreign Used,2010,"Festac, Lagos"
1848,Lexus ES 350,"₦ 50,015,000","72,443 km",Foreign Used,2011,"Festac, Lagos"
1849,Toyota Highlander,"₦ 5,015,000","68,453 km",Foreign Used,2013,"Festac, Lagos"
1850,Lexus RX 330,"₦ 7,115,000","57,451 km",Foreign Used,2004,"Festac, Lagos"
1851,Mercedes-Benz GLK 350,"₦ 4,815,000","165,901 km",Foreign Used,2012,"Festac, Lagos"
1852,Toyota Sienna,"₦ 8,515,000","68,208 km",Foreign Used,2012,"Festac, Lagos"
1853,Lexus RX 350,"₦ 7,615,000","203,162 km",Foreign Used,2010,"Festac, Lagos"
1854,Lexus RX 350,"₦ 3,515,000","68,204 mi",Foreign Used,2013,"Festac, Lagos"
1855,Mercedes-Benz ML 350,"₦ 4,215,000","243,717 km",Foreign Used,2012,"Berger Mkt, Lagos"
1856,Toyota RAV 4,"₦ 4,865,000","83,554 km",Foreign Used,2013,"Ikate, Lekki, Lagos"
1857,Toyota Corolla,"₦ 8,815,000","63,380 km",Foreign Used,2016,"Ikate, Lekki, Lagos"
1858,Hyundai Santa Fe,"₦ 8,515,000","146,372 km",Foreign Used,2013,"Ikate, Lekki, Lagos"
1859,Lexus ES 350,"₦ 9,015,000","98,219 km",Foreign Used,2013,"Ikate, Lekki, Lagos"
1860,Toyota Highlander,"₦ 13,515,000","48,415 km",Foreign Used,2016,"Ikate, Lekki, Lagos"
1861,Mercedes-Benz C 300,"₦ 13,015,000","91,406 km",Foreign Used,2014,"Ikate, Lekki, Lagos"
1862,Mercedes-Benz C 300,"₦ 13,015,000","48,013 km",Foreign Used,2015,"Ikate, Lekki, Lagos"
1863,Toyota Camry,"₦ 5,015,000","72,283 km",Foreign Used,2012,"Kubwa Express, Abuja"
1864,Lexus LX 570,"₦ 30,015,000","35,751 km",Foreign Used,2011,"Jahi, Abuja"
1865,Toyota Landcruiser Prado,"₦ 14,515,000","52,310 km",Foreign Used,2011,"Jahi, Abuja"
1866,Pontiac Vibe,"₦ 2,515,000","193,892 km",Foreign Used,2006,"Gwarinpa, Abuja"
1867,Toyota Camry,"₦ 2,797,500","282,613 km",Foreign Used,2006,"Lagos, Lagos"
1868,Toyota Corolla,"₦ 6,515,000","71,584 km",Foreign Used,2015,"Ikate, Lekki, Lagos"
1869,Toyota Camry,"₦ 5,680,000","112,019 km",Foreign Used,2012,"Lagos, Lagos"
1870,Toyota Camry,"₦ 8,770,000","98,697 km",Foreign Used,2015,"Lagos, Lagos"
1871,Toyota Highlander,"₦ 9,285,000","106,800 km",Foreign Used,2013,"Lagos, Lagos"
1872,Lexus LX 570,"₦ 6,215,000","21,204 km",Foreign Used,2018,"Ikate, Lekki, Lagos"
1873,Toyota Camry,"₦ 9,315,000","140,309 km",Foreign Used,2013,"Ikorodu, Lagos"
1874,Toyota Venza,"₦ 4,765,000","172,709 km",Foreign Used,2013,"Ipaja, Lagos"
1875,Mercedes-Benz C 350,"₦ 8,265,000","114,936 km",Foreign Used,2010,"New road, Lekki, Lagos"
1876,Toyota Lexus RX 450h,"₦ 8,265,000","77,012 mi",Foreign Used,2012,"New road, Lekki, Lagos"
1877,Toyota Venza,"₦ 8,265,000","96,091 km",Foreign Used,2013,"Festac, Lagos"
1878,Toyota Camry,"₦ 10,725,000","75,422 km",Foreign Used,2009,"Gwarinpa, Abuja"
1879,Acura MDX,"₦ 11,315,000","221,505 km",Foreign Used,2009,"Surulere, Lagos"
1880,Toyota Camry,"₦ 8,015,000","176,996 km",Foreign Used,2012,"Surulere, Lagos"
1881,Toyota Highlander,"₦ 7,015,000","74,479 km",Foreign Used,2013,"Surulere, Lagos"
1882,Toyota Camry,"₦ 8,515,000","72,308 mi",Foreign Used,2010,"Gwarinpa, Abuja"
1883,Toyota Corolla,"₦ 9,015,000","134,462 km",Foreign Used,2008,"Gwarinpa, Abuja"
1884,Toyota Highlander,"₦ 15,015,000","20,820 km",Foreign Used,2016,"Anthony, Lagos"
1885,Toyota Prado,"₦ 25,015,000","69,601 km",Locally Used,2012,"Anthony, Lagos"
1886,Kia Forte,"₦ 3,515,000","82,310 km",Foreign Used,2010,"Gwarinpa, Abuja"
1887,Lexus GX 470,"₦ 5,815,000","155,601 mi",Foreign Used,2005,"Festac, Lagos"
1888,Lexus LX 570,"₦ 42,515,000","31,504 km",Locally Used,2017,"Lagos, Lagos"
1889,Lexus ES 350,"₦ 4,415,000","370,921 km",Foreign Used,2007,"Festac, Lagos"
1890,Lexus ES 350,"₦ 4,645,000","194,550 km",Foreign Used,2008,"Festac, Lagos"
1891,Toyota Sienna,"₦ 5,515,000","68,326 km",Foreign Used,2011,"Festac, Lagos"
1892,Audi Q7,"₦ 5,685,000","201,050 km",Foreign Used,2008,"Festac, Lagos"
1893,Lexus RX 350,"₦ 5,115,000","118,888 km",Foreign Used,2007,"Festac, Lagos"
1894,Lexus RX 350,"₦ 7,765,000","137,471 km",Foreign Used,2010,"Festac, Lagos"
1895,Mercedes-Benz C 300,"₦ 5,315,000","857,506 km",Foreign Used,2010,"Festac, Lagos"
1896,Lexus ES 350,"₦ 50,015,000","72,443 km",Foreign Used,2011,"Festac, Lagos"
1897,Toyota Highlander,"₦ 5,015,000","68,453 km",Foreign Used,2013,"Festac, Lagos"
1898,Lexus RX 330,"₦ 7,115,000","57,451 km",Foreign Used,2004,"Festac, Lagos"
1899,Mercedes-Benz GLK 350,"₦ 4,815,000","165,901 km",Foreign Used,2012,"Festac, Lagos"
1900,Toyota Sienna,"₦ 8,515,000","68,208 km",Foreign Used,2012,"Festac, Lagos"
1901,Lexus RX 350,"₦ 7,615,000","203,162 km",Foreign Used,2010,"Festac, Lagos"
1902,Lexus RX 350,"₦ 3,515,000","68,204 mi",Foreign Used,2013,"Festac, Lagos"
1903,Mercedes-Benz ML 350,"₦ 4,215,000","243,717 km",Foreign Used,2012,"Berger Mkt, Lagos"
1904,Toyota RAV 4,"₦ 4,865,000","83,554 km",Foreign Used,2013,"Ikate, Lekki, Lagos"
1905,Toyota Corolla,"₦ 8,815,000","63,380 km",Foreign Used,2016,"Ikate, Lekki, Lagos"
1906,Hyundai Santa Fe,"₦ 4,865,000","146,372 km",Foreign Used,2013,"Ikate, Lekki, Lagos"
1907,Lexus ES 350,"₦ 2,815,000","98,219 km",Foreign Used,2013,"Ikate, Lekki, Lagos"
1908,Toyota Highlander,"₦ 15,015,000","48,415 km",Foreign Used,2016,"Ikate, Lekki, Lagos"
1909,Mercedes-Benz C 300,"₦ 25,015,000","91,406 km",Foreign Used,2014,"Ikate, Lekki, Lagos"
1910,Mercedes-Benz C 300,"₦ 3,515,000","48,013 km",Foreign Used,2015,"Ikate, Lekki, Lagos"
1911,Toyota Camry,"₦ 5,815,000","72,283 km",Foreign Used,2012,"Kubwa Express, Abuja"
1912,Lexus LX 570,"₦ 30,015,000","35,751 km",Foreign Used,2011,"Jahi, Abuja"
1913,Toyota Landcruiser Prado,"₦ 14,515,000","52,310 km",Foreign Used,2011,"Jahi, Abuja"
1914,Pontiac Vibe,"₦ 2,515,000","193,892 km",Foreign Used,2006,"Gwarinpa, Abuja"
1915,Toyota Camry,"₦ 2,797,500","282,613 km",Foreign Used,2006,"Lagos, Lagos"
1916,Toyota Corolla,"₦ 6,515,000","71,584 km",Foreign Used,2015,"Ikate, Lekki, Lagos"
1917,Toyota Camry,"₦ 5,680,000","112,019 km",Foreign Used,2012,"Lagos, Lagos"
1918,Toyota Camry,"₦ 8,770,000","98,697 km",Foreign Used,2015,"Lagos, Lagos"
1919,Toyota Highlander,"₦ 9,285,000","106,800 km",Foreign Used,2013,"Lagos, Lagos"
1920,Lexus LX 570,"₦ 6,215,000","72,443 km",Foreign Used,2018,"Ikate, Lekki, Lagos"
1921,Toyota Camry,"₦ 9,315,000","68,453 km",Foreign Used,2013,"Ikorodu, Lagos"
1922,Toyota Venza,"₦ 4,765,000","172,709 km",Foreign Used,2013,"Ipaja, Lagos"
1923,Mercedes-Benz C 350,"₦ 8,265,000","114,936 km",Foreign Used,2010,"New road, Lekki, Lagos"
1924,Toyota Lexus RX 450h,"₦ 8,265,000","77,012 mi",Foreign Used,2012,"New road, Lekki, Lagos"
1925,Toyota Venza,"₦ 8,265,000","96,091 km",Foreign Used,2013,"Festac, Lagos"
1926,Toyota Camry,"₦ 10,725,000","75,422 km",Foreign Used,2009,"Gwarinpa, Abuja"
1927,Acura MDX,"₦ 11,315,000","221,505 km",Foreign Used,2009,"Surulere, Lagos"
1928,Toyota Camry,"₦ 8,015,000","176,996 km",Foreign Used,2012,"Surulere, Lagos"
1929,Toyota Highlander,"₦ 7,015,000","74,479 km",Foreign Used,2013,"Surulere, Lagos"
1930,Toyota Camry,"₦ 8,515,000","72,308 mi",Foreign Used,2010,"Gwarinpa, Abuja"
1931,Toyota Corolla,"₦ 9,015,000","134,462 km",Foreign Used,2008,"Gwarinpa, Abuja"
1932,Toyota Highlander,"₦ 13,515,000","20,820 km",Foreign Used,2016,"Anthony, Lagos"
1933,Toyota Prado,"₦ 13,015,000","69,601 km",Locally Used,2012,"Anthony, Lagos"
1934,Kia Forte,"₦ 13,015,000","82,310 km",Foreign Used,2010,"Gwarinpa, Abuja"
1935,Lexus GX 470,"₦ 5,015,000","155,601 mi",Foreign Used,2005,"Festac, Lagos"
1936,Lexus LX 570,"₦ 30,015,000","31,504 km",Locally Used,2017,"Lagos, Lagos"
1937,Lexus ES 350,"₦ 14,515,000","370,921 km",Foreign Used,2007,"Festac, Lagos"
1938,Lexus ES 350,"₦ 2,515,000","194,550 km",Foreign Used,2008,"Festac, Lagos"
1939,Toyota Sienna,"₦ 2,797,500","68,326 km",Foreign Used,2011,"Festac, Lagos"
1940,Audi Q7,"₦ 6,515,000","201,050 km",Foreign Used,2008,"Festac, Lagos"
1941,Lexus RX 350,"₦ 5,680,000","118,888 km",Foreign Used,2007,"Festac, Lagos"
1942,Lexus RX 350,"₦ 8,770,000","137,471 km",Foreign Used,2010,"Festac, Lagos"
1943,Mercedes-Benz C 300,"₦ 9,285,000","857,506 km",Foreign Used,2010,"Festac, Lagos"
1944,Lexus ES 350,"₦ 50,015,000","21,204 km",Foreign Used,2011,"Festac, Lagos"
1945,Toyota Highlander,"₦ 5,015,000","140,309 km",Foreign Used,2013,"Festac, Lagos"
1946,Lexus RX 330,"₦ 7,115,000","172,709 km",Foreign Used,2004,"Festac, Lagos"
1947,Mercedes-Benz GLK 350,"₦ 4,815,000","114,936 km",Foreign Used,2012,"Festac, Lagos"
1948,Toyota Sienna,"₦ 8,515,000","77,012 mi",Foreign Used,2012,"Festac, Lagos"
1949,Lexus RX 350,"₦ 7,615,000","203,162 km",Foreign Used,2010,"Festac, Lagos"
1950,Lexus RX 350,"₦ 3,515,000","68,204 mi",Foreign Used,2013,"Festac, Lagos"
1951,Mercedes-Benz ML 350,"₦ 4,215,000","243,717 km",Foreign Used,2012,"Berger Mkt, Lagos"
1952,Toyota RAV 4,"₦ 4,865,000","83,554 km",Foreign Used,2013,"Ikate, Lekki, Lagos"
1953,Toyota Corolla,"₦ 8,815,000","63,380 km",Foreign Used,2016,"Ikate, Lekki, Lagos"
1954,Hyundai Santa Fe,"₦ 4,865,000","146,372 km",Foreign Used,2013,"Ikate, Lekki, Lagos"
1955,Lexus ES 350,"₦ 2,815,000","98,219 km",Foreign Used,2013,"Ikate, Lekki, Lagos"
1956,Toyota Highlander,"₦ 15,015,000","48,415 km",Foreign Used,2016,"Ikate, Lekki, Lagos"
1957,Mercedes-Benz C 300,"₦ 25,015,000","91,406 km",Foreign Used,2014,"Ikate, Lekki, Lagos"
1958,Mercedes-Benz C 300,"₦ 3,515,000","48,013 km",Foreign Used,2015,"Ikate, Lekki, Lagos"
1959,Toyota Camry,"₦ 5,815,000","72,283 km",Foreign Used,2012,"Kubwa Express, Abuja"
1960,Lexus LX 570,"₦ 42,515,000","35,751 km",Foreign Used,2011,"Jahi, Abuja"
1961,Toyota Landcruiser Prado,"₦ 4,415,000","52,310 km",Foreign Used,2011,"Jahi, Abuja"
1962,Pontiac Vibe,"₦ 4,645,000","193,892 km",Foreign Used,2006,"Gwarinpa, Abuja"
1963,Toyota Camry,"₦ 5,515,000","282,613 km",Foreign Used,2006,"Lagos, Lagos"
1964,Toyota Corolla,"₦ 5,685,000","71,584 km",Foreign Used,2015,"Ikate, Lekki, Lagos"
1965,Toyota Camry,"₦ 5,115,000","112,019 km",Foreign Used,2012,"Lagos, Lagos"
1966,Toyota Camry,"₦ 7,765,000","98,697 km",Foreign Used,2015,"Lagos, Lagos"
1967,Toyota Highlander,"₦ 5,315,000","106,800 km",Foreign Used,2013,"Lagos, Lagos"
1968,Lexus LX 570,"₦ 6,215,000","21,204 km",Foreign Used,2018,"Ikate, Lekki, Lagos"
1969,Toyota Camry,"₦ 9,315,000","140,309 km",Foreign Used,2013,"Ikorodu, Lagos"
1970,Toyota Venza,"₦ 4,765,000","172,709 km",Foreign Used,2013,"Ipaja, Lagos"
1971,Mercedes-Benz C 350,"₦ 8,265,000","114,936 km",Foreign Used,2010,"New road, Lekki, Lagos"
1972,Toyota Lexus RX 450h,"₦ 8,265,000","77,012 mi",Foreign Used,2012,"New road, Lekki, Lagos"
1973,Toyota Venza,"₦ 8,265,000","96,091 km",Foreign Used,2013,"Festac, Lagos"
1974,Toyota Camry,"₦ 10,725,000","75,422 km",Foreign Used,2009,"Gwarinpa, Abuja"
1975,Acura MDX,"₦ 11,315,000","221,505 km",Foreign Used,2009,"Surulere, Lagos"
1976,Toyota Camry,"₦ 8,015,000","176,996 km",Foreign Used,2012,"Surulere, Lagos"
1977,Toyota Highlander,"₦ 7,015,000","74,479 km",Foreign Used,2013,"Surulere, Lagos"
1978,Toyota Camry,"₦ 8,515,000","72,308 mi",Foreign Used,2010,"Gwarinpa, Abuja"
1979,Toyota Corolla,"₦ 9,015,000","134,462 km",Foreign Used,2008,"Gwarinpa, Abuja"
1980,Toyota Highlander,"₦ 13,515,000","20,820 km",Foreign Used,2016,"Anthony, Lagos"
1981,Toyota Prado,"₦ 25,015,000","69,601 km",Locally Used,2012,"Anthony, Lagos"
1982,Kia Forte,"₦ 3,515,000","82,310 km",Foreign Used,2010,"Gwarinpa, Abuja"
1983,Lexus GX 470,"₦ 5,815,000","155,601 mi",Foreign Used,2005,"Festac, Lagos"
1984,Lexus LX 570,"₦ 42,515,000","31,504 km",Locally Used,2017,"Lagos, Lagos"
1985,Lexus ES 350,"₦ 4,415,000","370,921 km",Foreign Used,2007,"Festac, Lagos"
1986,Lexus ES 350,"₦ 4,645,000","194,550 km",Foreign Used,2008,"Festac, Lagos"
1987,Toyota Sienna,"₦ 5,515,000","68,326 km",Foreign Used,2011,"Festac, Lagos"
1988,Audi Q7,"₦ 5,685,000","201,050 km",Foreign Used,2008,"Festac, Lagos"
1989,Lexus RX 350,"₦ 5,115,000","118,888 km",Foreign Used,2007,"Festac, Lagos"
1990,Lexus RX 350,"₦ 7,765,000","137,471 km",Foreign Used,2010,"Festac, Lagos"
1991,Mercedes-Benz C 300,"₦ 5,315,000","857,506 km",Foreign Used,2010,"Festac, Lagos"
1992,Lexus ES 350,"₦ 50,015,000","72,443 km",Foreign Used,2011,"Festac, Lagos"
1993,Toyota Highlander,"₦ 5,015,000","68,453 km",Foreign Used,2013,"Festac, Lagos"
1994,Lexus RX 330,"₦ 7,115,000","57,451 km",Foreign Used,2004,"Festac, Lagos"
1995,Mercedes-Benz GLK 350,"₦ 4,815,000","165,901 km",Foreign Used,2012,"Festac, Lagos"
1996,Toyota Sienna,"₦ 8,515,000","68,208 km",Foreign Used,2012,"Festac, Lagos"
1997,Lexus RX 350,"₦ 7,615,000","203,162 km",Foreign Used,2010,"Festac, Lagos"
1998,Lexus RX 350,"₦ 3,515,000","68,204 mi",Foreign Used,2013,"Festac, Lagos"
1999,Mercedes-Benz ML 350,"₦ 4,215,000","243,717 km",Foreign Used,2012,"Berger Mkt, Lagos"
2000,Toyota RAV 4,"₦ 4,865,000","83,554 km",Foreign Used,2013,"Ikate, Lekki, Lagos"
2001,Toyota Corolla,"₦ 8,815,000","63,380 km",Foreign Used,2016,"Ikate, Lekki, Lagos"
2002,Hyundai Santa Fe,"₦ 4,865,000","146,372 km",Foreign Used,2013,"Ikate, Lekki, Lagos"
2003,Lexus ES 350,"₦ 9,015,000","98,219 km",Foreign Used,2013,"Ikate, Lekki, Lagos"
2004,Toyota Highlander,"₦ 13,515,000","48,415 km",Foreign Used,2016,"Ikate, Lekki, Lagos"
2005,Mercedes-Benz C 300,"₦ 13,015,000","91,406 km",Foreign Used,2014,"Ikate, Lekki, Lagos"
2006,Mercedes-Benz C 300,"₦ 13,015,000","48,013 km",Foreign Used,2015,"Ikate, Lekki, Lagos"
2007,Toyota Camry,"₦ 5,015,000","72,283 km",Foreign Used,2012,"Kubwa Express, Abuja"
2008,Lexus LX 570,"₦ 30,015,000","35,751 km",Foreign Used,2011,"Jahi, Abuja"
2009,Toyota Landcruiser Prado,"₦ 14,515,000","52,310 km",Foreign Used,2011,"Jahi, Abuja"
2010,Pontiac Vibe,"₦ 2,515,000","193,892 km",Foreign Used,2006,"Gwarinpa, Abuja"
2011,Toyota Camry,"₦ 2,797,500","282,613 km",Foreign Used,2006,"Lagos, Lagos"
2012,Toyota Corolla,"₦ 6,515,000","71,584 km",Foreign Used,2015,"Ikate, Lekki, Lagos"
2013,Toyota Camry,"₦ 5,680,000","112,019 km",Foreign Used,2012,"Lagos, Lagos"
2014,Toyota Camry,"₦ 8,770,000","98,697 km",Foreign Used,2015,"Lagos, Lagos"
2015,Toyota Highlander,"₦ 9,285,000","106,800 km",Foreign Used,2013,"Lagos, Lagos"
2016,Lexus LX 570,"₦ 6,215,000","21,204 km",Foreign Used,2018,"Ikate, Lekki, Lagos"
2017,Toyota Camry,"₦ 9,315,000","140,309 km",Foreign Used,2013,"Ikorodu, Lagos"
2018,Toyota Venza,"₦ 4,765,000","172,709 km",Foreign Used,2013,"Ipaja, Lagos"
2019,Mercedes-Benz C 350,"₦ 8,265,000","114,936 km",Foreign Used,2010,"New road, Lekki, Lagos"
2020,Toyota Lexus RX 450h,"₦ 8,265,000","77,012 mi",Foreign Used,2012,"New road, Lekki, Lagos"
2021,Toyota Venza,"₦ 8,265,000","96,091 km",Foreign Used,2013,"Festac, Lagos"
2022,Toyota Camry,"₦ 10,725,000","75,422 km",Foreign Used,2009,"Gwarinpa, Abuja"
2023,Acura MDX,"₦ 11,315,000","221,505 km",Foreign Used,2009,"Surulere, Lagos"
2024,Toyota Camry,"₦ 8,015,000","176,996 km",Foreign Used,2012,"Surulere, Lagos"
2025,Toyota Highlander,"₦ 7,015,000","74,479 km",Foreign Used,2013,"Surulere, Lagos"
2026,Toyota Camry,"₦ 8,515,000","72,308 mi",Foreign Used,2010,"Gwarinpa, Abuja"
2027,Toyota Corolla,"₦ 2,815,000","134,462 km",Foreign Used,2008,"Gwarinpa, Abuja"
2028,Toyota Highlander,"₦ 15,015,000","20,820 km",Foreign Used,2016,"Anthony, Lagos"
2029,Toyota Prado,"₦ 25,015,000","69,601 km",Locally Used,2012,"Anthony, Lagos"
2030,Kia Forte,"₦ 3,515,000","82,310 km",Foreign Used,2010,"Gwarinpa, Abuja"
2031,Lexus GX 470,"₦ 5,815,000","155,601 mi",Foreign Used,2005,"Festac, Lagos"
2032,Lexus LX 570,"₦ 42,515,000","31,504 km",Locally Used,2017,"Lagos, Lagos"
2033,Lexus ES 350,"₦ 4,415,000","370,921 km",Foreign Used,2007,"Festac, Lagos"
2034,Lexus ES 350,"₦ 4,645,000","194,550 km",Foreign Used,2008,"Festac, Lagos"
2035,Toyota Sienna,"₦ 5,515,000","68,326 km",Foreign Used,2011,"Festac, Lagos"
2036,Audi Q7,"₦ 5,685,000","201,050 km",Foreign Used,2008,"Festac, Lagos"
2037,Lexus RX 350,"₦ 5,115,000","118,888 km",Foreign Used,2007,"Festac, Lagos"
2038,Lexus RX 350,"₦ 7,765,000","137,471 km",Foreign Used,2010,"Festac, Lagos"
2039,Mercedes-Benz C 300,"₦ 5,315,000","857,506 km",Foreign Used,2010,"Festac, Lagos"
2040,Lexus ES 350,"₦ 50,015,000","72,443 km",Foreign Used,2011,"Festac, Lagos"
2041,Toyota Highlander,"₦ 5,015,000","68,453 km",Foreign Used,2013,"Festac, Lagos"
2042,Lexus RX 330,"₦ 4,765,000","57,451 km",Foreign Used,2004,"Festac, Lagos"
2043,Mercedes-Benz GLK 350,"₦ 8,265,000","165,901 km",Foreign Used,2012,"Festac, Lagos"
2044,Toyota Sienna,"₦ 8,265,000","68,208 km",Foreign Used,2012,"Festac, Lagos"
2045,Lexus RX 350,"₦ 8,265,000","203,162 km",Foreign Used,2010,"Festac, Lagos"
2046,Lexus RX 350,"₦ 10,725,000","68,204 mi",Foreign Used,2013,"Festac, Lagos"
2047,Mercedes-Benz ML 350,"₦ 11,315,000","243,717 km",Foreign Used,2012,"Berger Mkt, Lagos"
2048,Toyota RAV 4,"₦ 8,015,000","83,554 km",Foreign Used,2013,"Ikate, Lekki, Lagos"
2049,Toyota Corolla,"₦ 7,015,000","63,380 km",Foreign Used,2016,"Ikate, Lekki, Lagos"
2050,Hyundai Santa Fe,"₦ 8,515,000","146,372 km",Foreign Used,2013,"Ikate, Lekki, Lagos"
2051,Lexus ES 350,"₦ 9,015,000","98,219 km",Foreign Used,2013,"Ikate, Lekki, Lagos"
2052,Toyota Highlander,"₦ 13,515,000","48,415 km",Foreign Used,2016,"Ikate, Lekki, Lagos"
2053,Mercedes-Benz C 300,"₦ 13,015,000","91,406 km",Foreign Used,2014,"Ikate, Lekki, Lagos"
2054,Mercedes-Benz C 300,"₦ 13,015,000","48,013 km",Foreign Used,2015,"Ikate, Lekki, Lagos"
2055,Toyota Camry,"₦ 5,015,000","72,283 km",Foreign Used,2012,"Kubwa Express, Abuja"
2056,Lexus LX 570,"₦ 30,015,000","35,751 km",Foreign Used,2011,"Jahi, Abuja"
2057,Toyota Landcruiser Prado,"₦ 14,515,000","52,310 km",Foreign Used,2011,"Jahi, Abuja"
2058,Pontiac Vibe,"₦ 2,515,000","193,892 km",Foreign Used,2006,"Gwarinpa, Abuja"
2059,Toyota Camry,"₦ 2,797,500","282,613 km",Foreign Used,2006,"Lagos, Lagos"
2060,Toyota Corolla,"₦ 6,515,000","71,584 km",Foreign Used,2015,"Ikate, Lekki, Lagos"
2061,Toyota Camry,"₦ 5,680,000","112,019 km",Foreign Used,2012,"Lagos, Lagos"
2062,Toyota Camry,"₦ 8,770,000","98,697 km",Foreign Used,2015,"Lagos, Lagos"
2063,Toyota Highlander,"₦ 9,285,000","106,800 km",Foreign Used,2013,"Lagos, Lagos"
2064,Lexus LX 570,"₦ 6,215,000","21,204 km",Foreign Used,2018,"Ikate, Lekki, Lagos"
2065,Toyota Camry,"₦ 9,315,000","140,309 km",Foreign Used,2013,"Ikorodu, Lagos"
2066,Toyota Venza,"₦ 4,765,000","172,709 km",Foreign Used,2013,"Ipaja, Lagos"
2067,Mercedes-Benz C 350,"₦ 8,265,000","114,936 km",Foreign Used,2010,"New road, Lekki, Lagos"
2068,Toyota Lexus RX 450h,"₦ 8,265,000","77,012 mi",Foreign Used,2012,"New road, Lekki, Lagos"
2069,Toyota Venza,"₦ 8,265,000","96,091 km",Foreign Used,2013,"Festac, Lagos"
2070,Toyota Camry,"₦ 10,725,000","75,422 km",Foreign Used,2009,"Gwarinpa, Abuja"
2071,Acura MDX,"₦ 11,315,000","221,505 km",Foreign Used,2009,"Surulere, Lagos"
2072,Toyota Camry,"₦ 8,015,000","176,996 km",Foreign Used,2012,"Surulere, Lagos"
2073,Toyota Highlander,"₦ 7,015,000","74,479 km",Foreign Used,2013,"Surulere, Lagos"
2074,Toyota Camry,"₦ 8,515,000","72,308 mi",Foreign Used,2010,"Gwarinpa, Abuja"
2075,Toyota Corolla,"₦ 9,015,000","134,462 km",Foreign Used,2008,"Gwarinpa, Abuja"
2076,Toyota Highlander,"₦ 13,515,000","20,820 km",Foreign Used,2016,"Anthony, Lagos"
2077,Toyota Prado,"₦ 13,015,000","69,601 km",Locally Used,2012,"Anthony, Lagos"
2078,Kia Forte,"₦ 3,515,000","82,310 km",Foreign Used,2010,"Gwarinpa, Abuja"
2079,Lexus GX 470,"₦ 5,815,000","155,601 mi",Foreign Used,2005,"Festac, Lagos"
2080,Lexus LX 570,"₦ 42,515,000","31,504 km",Locally Used,2017,"Lagos, Lagos"
2081,Lexus ES 350,"₦ 4,415,000","370,921 km",Foreign Used,2007,"Festac, Lagos"
2082,Lexus ES 350,"₦ 4,645,000","194,550 km",Foreign Used,2008,"Festac, Lagos"
2083,Toyota Sienna,"₦ 5,515,000","68,326 km",Foreign Used,2011,"Festac, Lagos"
2084,Audi Q7,"₦ 5,685,000","201,050 km",Foreign Used,2008,"Festac, Lagos"
2085,Lexus RX 350,"₦ 5,115,000","118,888 km",Foreign Used,2007,"Festac, Lagos"
2086,Lexus RX 350,"₦ 7,765,000","137,471 km",Foreign Used,2010,"Festac, Lagos"
2087,Mercedes-Benz C 300,"₦ 5,315,000","857,506 km",Foreign Used,2010,"Festac, Lagos"
2088,Lexus ES 350,"₦ 50,015,000","72,443 km",Foreign Used,2011,"Festac, Lagos"
